J,I,K,rep,seed_service,seed_lateness,method,algorithm_class,timing_scope,validated_obj,runtime_sec,budget_sec,validation_status,protocol_pass,test_K,test_mean_direct,test_p95_direct,test_direct_exceed_rate,test_mean_indirect,test_p95_indirect,test_indirect_exceed_rate,cuts_added,total_scenario_screens,num_vars,num_constrs,num_genconstrs
16,16,100,4,12465,12466,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.84332487674547,114.03147172927856,120.0,PASS,1,1000,0.3638438140427287,1.551316839972806,0.015375,0.0007253756175649307,0.0,0.0,4322.0,300.0,34512.0,34389.0,8000.0
16,16,100,4,12465,12466,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.84332487674547,111.72748112678528,120.0,PASS,1,1000,0.3638438140427287,1.551316839972806,0.015375,0.0007253756175649307,0.0,0.0,686.0,220.0,34512.0,34389.0,8000.0
16,16,100,4,12465,12466,K-BRKGA,independent heuristic comparator,fixed stable slots,17.12218438188046,4.6687400341033936,120.0,PASS,not_applicable,1000,0.47834406081306713,1.7439164664860207,0.0243,0.0,0.0,0.0,nan,nan,nan,nan,nan
16,16,100,5,12565,12566,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,17.6473091921533,115.09699654579163,120.0,PASS,1,1000,0.43448516171865165,1.6826768326531725,0.023375,0.004794422850799405,0.0,0.0,0.0,0.0,39312.0,23561.0,150400.0
16,16,100,5,12565,12566,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.44466814671921,120.10646224021912,120.0,PASS,1,1000,0.356054400099425,1.5086117391402545,0.015475,0.0007556181522038902,0.0,0.0,9112.0,800.0,34512.0,34389.0,8000.0
16,16,100,5,12565,12566,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.44466814671921,115.93765425682068,120.0,PASS,1,1000,0.356054400099425,1.5086117391402545,0.015475,0.0007556181522038902,0.0,0.0,1996.0,550.0,34512.0,34389.0,8000.0
16,16,100,5,12565,12566,K-BRKGA,independent heuristic comparator,fixed stable slots,16.763848477312933,3.7687997817993164,120.0,PASS,not_applicable,1000,0.47251115292134754,1.6731785410844708,0.02145,0.0,0.0,0.0,nan,nan,nan,nan,nan
16,16,100,6,12665,12666,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,18.832198239038433,115.1009771823883,120.0,PASS,1,1000,0.4433939914737448,1.7148119393828762,0.022925,5.8815543540950196e-05,0.0,0.0,0.0,0.0,39312.0,23561.0,150400.0
16,16,100,6,12665,12666,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.38709201261392,116.02588248252869,120.0,PASS,1,1000,0.36125360605454626,1.5513586336775775,0.0165,0.0007260453991028254,0.0,0.0,8400.0,800.0,34512.0,34389.0,8000.0
16,16,100,6,12665,12666,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.38709201261392,113.69280767440796,120.0,PASS,1,1000,0.36125360605454626,1.5513586336775775,0.0165,0.0007260453991028254,0.0,0.0,2324.0,570.0,34512.0,34389.0,8000.0
16,16,100,6,12665,12666,K-BRKGA,independent heuristic comparator,fixed stable slots,16.427677273801123,3.6249289512634277,120.0,PASS,not_applicable,1000,0.4692433280493139,1.69882306680602,0.02145,0.0,0.0,0.0,nan,nan,nan,nan,nan
16,16,100,7,12765,12766,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,18.113936333993962,115.24169039726257,120.0,PASS,1,1000,0.45499129973675473,1.7317207681513915,0.02295,0.006595929162099107,0.0,0.0,0.0,0.0,39312.0,23561.0,150400.0
16,16,100,7,12765,12766,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.159596550491187,120.0525381565094,120.0,PASS,1,1000,0.36481532966495217,1.5606755827098202,0.0168,0.00673541147796494,0.0,0.0,6674.0,800.0,34512.0,34389.0,8000.0
16,16,100,7,12765,12766,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.159596550491187,120.06604766845703,120.0,PASS,1,1000,0.36481532966495217,1.5606755827098202,0.0168,0.00673541147796494,0.0,0.0,1504.0,880.0,34512.0,34389.0,8000.0
16,16,100,7,12765,12766,K-BRKGA,independent heuristic comparator,fixed stable slots,16.391818818288527,3.558271646499634,120.0,PASS,not_applicable,1000,0.48151270490737463,1.7303335629834866,0.02365,0.0,0.0,0.0,nan,nan,nan,nan,nan
16,16,100,8,12865,12866,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,17.98740465436805,115.11214971542358,120.0,PASS,1,1000,0.4471663901724437,1.7069804249661762,0.0238,0.00031929554511169367,0.0,0.0,0.0,0.0,39312.0,23561.0,150400.0
16,16,100,8,12865,12866,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.5181663598907,117.01771688461304,120.0,PASS,1,1000,0.3638792913017072,1.5620754014482632,0.017025,0.0005057365165737588,0.0,0.0,8994.0,900.0,34512.0,34389.0,8000.0
16,16,100,8,12865,12866,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.5181663598907,120.06351327896118,120.0,PASS,1,1000,0.3638792913017072,1.5620754014482632,0.017025,0.0005057365165737588,0.0,0.0,2038.0,650.0,34512.0,34389.0,8000.0
16,16,100,8,12865,12866,K-BRKGA,independent heuristic comparator,fixed stable slots,16.77660965341525,4.262279033660889,120.0,PASS,not_applicable,1000,0.4705365459317792,1.7056585012565864,0.022075,0.0,0.0,0.0,nan,nan,nan,nan,nan
16,16,100,9,12965,12966,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,17.537330748649225,115.1474826335907,120.0,PASS,1,1000,0.44906682350263116,1.7162224204550998,0.02145,0.003435408970662235,0.0,0.0,0.0,0.0,39312.0,23561.0,150400.0
16,16,100,9,12965,12966,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.868025562216815,120.07019519805908,120.0,PASS,1,1000,0.3637924399120188,1.5219494195318675,0.01575,0.00030079149976441146,0.0,0.0,9652.0,800.0,34512.0,34389.0,8000.0
16,16,100,9,12965,12966,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,12.868025562216815,119.93008589744568,120.0,PASS,1,1000,0.3637924399120188,1.5219494195318675,0.01575,0.00030079149976441146,0.0,0.0,1932.0,550.0,34512.0,34389.0,8000.0
16,16,100,9,12965,12966,K-BRKGA,independent heuristic comparator,fixed stable slots,16.79453230898335,3.6155760288238525,120.0,PASS,not_applicable,1000,0.4798049049155654,1.729349101389636,0.023225,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,0,12065,12066,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,23.535038548207325,115.49571466445923,120.0,PASS,1,1000,0.46186609464486866,1.7776540198223936,0.02812,0.0002627286175490736,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,0,12065,12066,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.249771889759813,120.08028078079224,120.0,PASS,1,1000,0.3869501608701245,1.5682711391291675,0.01974,0.00942846112153362,0.0,0.0,1382.0,900.0,43380.0,43227.0,10000.0
20,20,100,0,12065,12066,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.249771889759813,113.10455775260925,120.0,PASS,1,1000,0.3869501608701245,1.5682711391291675,0.01974,0.00942846112153362,0.0,0.0,1324.0,640.0,43380.0,43227.0,10000.0
20,20,100,0,12065,12066,K-BRKGA,independent heuristic comparator,fixed stable slots,21.045059738221624,5.800707578659058,120.0,PASS,not_applicable,1000,0.4850178718480496,1.7353276960674804,0.02706,2.584278723915645e-07,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,1,12165,12166,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,24.250707935897026,115.12029242515564,120.0,PASS,1,1000,0.46705366612945,1.7600839409267357,0.02734,0.002182854291031282,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,1,12165,12166,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,15.296627615940793,120.05523777008057,120.0,PASS,1,1000,0.36593034919303463,1.5883718069554598,0.01846,0.02392652490445498,0.1484912799551864,0.0,8832.0,500.0,43380.0,43227.0,10000.0
20,20,100,1,12165,12166,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,15.296627615940793,120.0650987625122,120.0,PASS,1,1000,0.36593034919303463,1.5883718069554598,0.01846,0.02392652490445498,0.1484912799551864,0.0,6102.0,420.0,43380.0,43227.0,10000.0
20,20,100,1,12165,12166,K-BRKGA,independent heuristic comparator,fixed stable slots,20.739238028668808,7.272599220275879,120.0,PASS,not_applicable,1000,0.49038776230594233,1.7537808479184678,0.02702,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,2,12265,12266,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,25.083527653886932,115.11497020721436,120.0,PASS,1,1000,0.4652265638141924,1.7470101115531749,0.02758,0.00036962001609002723,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,2,12265,12266,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.548181101628643,120.07007956504822,120.0,PASS,1,1000,0.40867907859795655,1.706755729529177,0.0256,0.010621852766627369,0.0,0.0,5164.0,700.0,43380.0,43227.0,10000.0
20,20,100,2,12265,12266,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.548181101628643,120.0827407836914,120.0,PASS,1,1000,0.40867907859795655,1.706755729529177,0.0256,0.010621852766627369,0.0,0.0,2806.0,640.0,43380.0,43227.0,10000.0
20,20,100,2,12265,12266,K-BRKGA,independent heuristic comparator,fixed stable slots,21.75065407703653,8.48218321800232,120.0,PASS,not_applicable,1000,0.496210328688135,1.7852932437552964,0.02844,1.518501157799316e-07,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,3,12365,12366,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,24.685526721760397,116.26105642318726,120.0,PASS,1,1000,0.4962730138789166,1.770944958418371,0.02788,0.0,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,3,12365,12366,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.55614313321786,120.06609535217285,120.0,PASS,1,1000,0.4013683052532016,1.6253516425978778,0.02322,0.01569625017499239,0.0,0.0,5204.0,800.0,43380.0,43227.0,10000.0
20,20,100,3,12365,12366,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.55614313321786,115.79110503196716,120.0,PASS,1,1000,0.4013683052532016,1.6253516425978778,0.02322,0.01569625017499239,0.0,0.0,1100.0,730.0,43380.0,43227.0,10000.0
20,20,100,3,12365,12366,K-BRKGA,independent heuristic comparator,fixed stable slots,21.308685324321715,5.262695550918579,120.0,PASS,not_applicable,1000,0.48806366338816415,1.7729995263304092,0.02912,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,4,12465,12466,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,21.964803545952975,115.23084807395935,120.0,PASS,1,1000,0.4642966931182864,1.8025240750852625,0.0299,0.0,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,4,12465,12466,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.200129109855027,120.08271861076355,120.0,PASS,1,1000,0.38925724799623024,1.6355328197723948,0.02178,0.007701661209433922,0.0,0.0,7200.0,400.0,43380.0,43227.0,10000.0
20,20,100,4,12465,12466,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.200129109855027,120.08413076400757,120.0,PASS,1,1000,0.38925724799623024,1.6355328197723948,0.02178,0.007701661209433922,0.0,0.0,4680.0,420.0,43380.0,43227.0,10000.0
20,20,100,4,12465,12466,K-BRKGA,independent heuristic comparator,fixed stable slots,20.51535324391017,6.521097421646118,120.0,PASS,not_applicable,1000,0.4997604970421555,1.8140914105849695,0.02868,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,5,12565,12566,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,23.553500658267495,115.09778714179993,120.0,PASS,1,1000,0.4547456514506964,1.7294272894519627,0.02658,0.0007883357038921598,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,5,12565,12566,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.331777803701982,120.07998561859131,120.0,PASS,1,1000,0.39943947860734885,1.5851308728471403,0.02158,0.0170469539710228,0.0,0.0,1632.0,300.0,43380.0,43227.0,10000.0
20,20,100,5,12565,12566,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.331777803701982,120.06865954399109,120.0,PASS,1,1000,0.39943947860734885,1.5851308728471403,0.02158,0.0170469539710228,0.0,0.0,1638.0,340.0,43380.0,43227.0,10000.0
20,20,100,5,12565,12566,K-BRKGA,independent heuristic comparator,fixed stable slots,20.551926593271048,5.03292441368103,120.0,PASS,not_applicable,1000,0.4975041758735194,1.810303135628054,0.03006,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,6,12665,12666,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,24.138978955369225,117.22363591194153,120.0,PASS,1,1000,0.45919389775373765,1.746325616701976,0.02784,0.0,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,6,12665,12666,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.63493310098295,120.06250047683716,120.0,PASS,1,1000,0.3943059902101061,1.5992656293241554,0.02172,0.016349757763309814,0.03642110150562558,0.0,0.0,100.0,43380.0,43227.0,10000.0
20,20,100,6,12665,12666,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.63493310098295,120.10863637924194,120.0,PASS,1,1000,0.3943059902101061,1.5992656293241554,0.02172,0.016349757763309814,0.03642110150562558,0.0,0.0,100.0,43380.0,43227.0,10000.0
20,20,100,6,12665,12666,K-BRKGA,independent heuristic comparator,fixed stable slots,20.825647066533577,7.041894197463989,120.0,PASS,not_applicable,1000,0.4889727740376844,1.7612350320676795,0.02782,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,7,12765,12766,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,25.50726525793968,158.0562439441681,120.0,PASS,0,1000,0.5000211078269563,1.8129104931755242,0.0306,5.861948756196019e-07,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,7,12765,12766,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.038334044211865,110.99737858772278,120.0,PASS,1,1000,0.40554864673567537,1.6369213638238194,0.02392,0.015036048740129196,0.0,0.0,4000.0,300.0,43380.0,43227.0,10000.0
20,20,100,7,12765,12766,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.038334044211865,120.04538011550903,120.0,PASS,1,1000,0.40554864673567537,1.6369213638238194,0.02392,0.015036048740129196,0.0,0.0,4000.0,310.0,43380.0,43227.0,10000.0
20,20,100,7,12765,12766,K-BRKGA,independent heuristic comparator,fixed stable slots,20.71656842147894,4.324737548828125,120.0,PASS,not_applicable,1000,0.4937986605243448,1.779610213540658,0.02846,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,8,12865,12866,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,25.880104494676175,115.08680701255798,120.0,PASS,1,1000,0.48157029823892333,1.7710206685005592,0.02834,0.0016708601011814102,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,8,12865,12866,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.996494855948526,111.29628992080688,120.0,PASS,1,1000,0.41406855623997607,1.6186858244004096,0.02316,0.013627587934506448,0.0,0.0,0.0,100.0,43380.0,43227.0,10000.0
20,20,100,8,12865,12866,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,16.996494855948526,112.0937852859497,120.0,PASS,1,1000,0.41406855623997607,1.6186858244004096,0.02316,0.013627587934506448,0.0,0.0,0.0,100.0,43380.0,43227.0,10000.0
20,20,100,8,12865,12866,K-BRKGA,independent heuristic comparator,fixed stable slots,20.988387630148168,6.926939249038696,120.0,PASS,not_applicable,1000,0.49638429684961805,1.7954107745469212,0.02984,0.0,0.0,0.0,nan,nan,nan,nan,nan
20,20,100,9,12965,12966,DE-MILP,exact formulation/decomposition,joint sequence-and-time optimization,25.29485059364947,116.54293966293335,120.0,PASS,1,1000,0.48544381997961,1.7385885509854198,0.02708,0.0,0.0,0.0,0.0,0.0,49380.0,29692.0,232500.0
20,20,100,9,12965,12966,LBBD,exact formulation/decomposition,joint sequence-and-time optimization,15.965165839141605,120.0582001209259,120.0,PASS,1,1000,0.39179869029380804,1.5985730460840046,0.02168,0.015885204118838193,0.033476341741608975,0.0,4528.0,600.0,43380.0,43227.0,10000.0
20,20,100,9,12965,12966,CBBD,exact formulation/decomposition,joint sequence-and-time optimization,15.965165839141605,120.06566953659058,120.0,PASS,1,1000,0.39179869029380804,1.5985730460840046,0.02168,0.015885204118838193,0.033476341741608975,0.0,480.0,150.0,43380.0,43227.0,10000.0
20,20,100,9,12965,12966,K-BRKGA,independent heuristic comparator,fixed stable slots,20.5167686612819,5.3949761390686035,120.0,PASS,not_applicable,1000,0.4940348486390763,1.8123343272245003,0.03012,0.0,0.0,0.0,nan,nan,nan,nan,nan
