protocol_version,J,K,kappa,rep,seed_service,seed_lateness,tau_mean,psi_mean,status,certified,solver_obj,validated_obj,alpha_sum,beta_sum,validation_status,validation_max_violation,runtime_sec,build_sec,solve_sec,solver_bound,relative_gap,scenario_seed_mode
EJOR-SECTION54-PROTOCOL,4,50,1.0,1,2035,2035,0.2092000565641709,0.10582674741194889,STATUS_2,1,0.22874394046672908,0.2287439404667282,13.371256059533268,22.4,PASS,0.0,0.3636758327484131,0.055579185485839844,0.30809664726257324,0.22874394046672997,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,1.5,1,2035,2035,0.3067628462665269,0.15874012111792335,STATUS_2,1,0.2510276968153997,0.2510276968153988,13.348972303184597,22.4,PASS,0.0,0.35956811904907227,0.05714917182922363,0.30241894721984863,0.2510276968154024,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,2.0,1,2035,2035,0.37860214539164583,0.21165349482389778,STATUS_2,1,0.259764018307707,0.25976401830771323,13.340235981692292,22.4,PASS,0.0,0.344315767288208,0.05299949645996094,0.29131627082824707,0.2597640183077079,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,0.0,1,2035,2035,0.0,0.0,STATUS_2,1,0.2255068589774467,0.2255068589774467,13.374493141022548,22.4,PASS,0.0,2.693770408630371,0.20999813079833984,2.4837722778320312,0.22550685897744138,5.329070518200751e-15,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,0.25,1,2035,2035,0.05127798907282286,0.025483553329675127,STATUS_2,1,0.2365396887486364,0.23653968874864262,13.363460311251359,22.4,PASS,0.0,4.802954912185669,0.208510160446167,4.594444751739502,0.23653968874863907,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,0.75,1,2035,2035,0.15383396721846856,0.07645065998902538,STATUS_2,1,0.26103976054583367,0.26103976054583455,13.338960239454165,22.4,PASS,0.0,4.876851320266724,0.2150719165802002,4.662781238555908,0.26103976054583633,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,1.0,1,2035,2035,0.20511195629129145,0.1019342133187005,STATUS_2,1,0.2744933310078048,0.2744933310077968,13.325506668992197,22.4,PASS,0.0,5.095451831817627,0.2195122241973877,4.875939607620239,0.27449333078237004,2.2543478195302669e-10,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,1.5,1,2035,2035,0.30163121131420667,0.15290131997805076,STATUS_2,1,0.295003313392864,0.29500331339286134,13.304996686607137,22.4,PASS,0.0,5.250534772872925,0.211137056350708,5.039397716522217,0.2950033133928667,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,2.0,1,2035,2035,0.37367739312628445,0.203868426637401,STATUS_2,1,0.29068411504325464,0.2906841150432484,13.309315884956746,22.4,PASS,0.0,5.143545866012573,0.21665334701538086,4.926892518997192,0.2906841150432573,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,0.0,1,2035,2035,0.0,0.0,STATUS_2,1,0.23910922755021602,0.23910922755024444,13.360890772449755,22.4,PASS,0.0,14.834007024765015,0.535653829574585,14.29835319519043,0.23910922755024977,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,0.25,1,2035,2035,0.05187675587167915,0.025596694479632427,STATUS_2,1,0.2517119995072923,0.2517119995073216,13.348288000492678,22.4,PASS,0.0,24.31520366668701,0.5357439517974854,23.779459714889526,0.25171199950729495,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,0.75,1,2035,2035,0.1556302676150375,0.07679008343889727,STATUS_2,1,0.27895878041835775,0.27895878041835687,13.321041219581645,22.4,PASS,0.0,24.54643487930298,0.5724139213562012,23.974020957946777,0.2789587804183604,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,1.0,1,2035,2035,0.2075070234867166,0.10238677791852971,STATUS_2,1,0.29336047912001373,0.29336047912001106,13.306639520879987,22.4,PASS,0.0,26.29564070701599,0.5312604904174805,25.76438021659851,0.2933587635280528,1.7155919609379566e-06,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,1.5,1,2035,2035,0.30513016772688706,0.15358016687779455,STATUS_2,1,0.31517823359188757,0.3151782335918867,13.284821766408108,22.4,PASS,0.0,49.645829916000366,0.529761552810669,49.1160683631897,0.31517823359189023,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,2.0,1,2035,2035,0.3757153715016143,0.2047015264364296,STATUS_2,1,0.3103282319397218,0.3103282319397209,13.289671768060277,22.4,PASS,0.0,26.563121557235718,0.5367190837860107,26.026402473449707,0.3103282319397245,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,0.0,2,2045,2045,0.0,0.0,STATUS_2,1,0.11492520644884863,0.11492520644883797,13.485074793551156,22.4,PASS,0.0,0.19936370849609375,0.051579952239990234,0.14778375625610352,0.11492520644884685,1.7763568394002505e-15,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,0.25,2,2045,2045,0.053460431816633965,0.02623027650845331,STATUS_2,1,0.13111490315833496,0.13111490315833407,13.468885096841667,22.4,PASS,0.0,0.47528958320617676,0.05488467216491699,0.42040491104125977,0.13111490315833585,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,0.75,2,2045,2045,0.1603812954499019,0.07869082952535993,STATUS_2,1,0.16652597713094597,0.16652597713093797,13.433474022869056,22.4,PASS,0.0,0.31027865409851074,0.053752899169921875,0.25652575492858887,0.16652597713094686,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,1.0,2,2045,2045,0.21384172726653586,0.10492110603381324,STATUS_2,1,0.18548230054554882,0.18548230054554438,13.414517699454453,22.4,PASS,0.0,0.3235781192779541,0.054000139236450195,0.2695779800415039,0.18548230054555148,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,1.5,2,2045,2045,0.31295194937408743,0.15738165905071985,STATUS_2,1,0.212698902436677,0.21269890243667078,13.387301097563324,22.4,PASS,0.0,0.352536678314209,0.055509328842163086,0.2970273494720459,0.21269890243667788,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,50,2.0,2,2045,2045,0.380795740046091,0.2098422120676265,STATUS_2,1,0.21487712250325242,0.2148771225032462,13.385122877496748,22.4,PASS,0.0,0.3538084030151367,0.05565047264099121,0.2981579303741455,0.2148771225032533,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,0.0,2,2045,2045,0.0,0.0,STATUS_2,1,0.22596383764986783,0.22596383764987138,13.374036162350126,22.4,PASS,0.0,2.6742398738861084,0.20757532119750977,2.4666645526885986,0.2259638376498625,5.329070518200751e-15,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,0.25,2,2045,2045,0.05086304023857204,0.026163321153779853,STATUS_2,1,0.23686417312564245,0.23686417312547547,13.363135826874522,22.4,PASS,0.0,4.610492706298828,0.20391058921813965,4.4065821170806885,0.23686417312564245,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,0.75,2,2045,2045,0.15258912071571615,0.07848996346133955,STATUS_2,1,0.26135920151713776,0.26135920151710934,13.338640798482892,22.4,PASS,0.0,4.771806478500366,0.21540570259094238,4.556400775909424,0.2613592015171413,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,1.0,2,2045,2045,0.20345216095428817,0.10465328461511941,STATUS_2,1,0.2748874970575006,0.2748874970574704,13.325112502942527,22.4,PASS,0.0,4.825058937072754,0.21257328987121582,4.612485647201538,0.27488749705750415,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,1.5,2,2045,2045,0.2998295395319548,0.1569799269226791,STATUS_2,1,0.29842494091893457,0.29842494091890615,13.301575059081092,22.4,PASS,0.0,4.919293403625488,0.22551631927490234,4.693777084350586,0.2984249409189399,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,200,2.0,2,2045,2045,0.3680513133951445,0.20930656923023883,STATUS_2,1,0.29653047880994876,0.29653047880993455,13.303469521190067,22.4,PASS,0.0,4.783552646636963,0.21838593482971191,4.565166711807251,0.2965304788099523,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,0.0,2,2045,2045,0.0,0.0,STATUS_2,1,0.26089979029792065,0.2608997902979482,13.33910020970205,22.4,PASS,0.0,15.865145444869995,0.545121431350708,15.320024013519287,0.2608997902979535,0.0,common_replication_seed
EJOR-SECTION54-PROTOCOL,4,500,0.25,2,2045,2045,0.050709384705624944,0.025913662898246557,STATUS_2,1,0.27330817976935684,0.2733081797695789,13.326691820230423,22.4,PASS,0.0,49.06399369239807,0.5598104000091553,48.504183292388916,0.2733081797693604,0.0,common_replication_seed
